' '         = 00
MUS_PC_DS3PC5_SEQ_PRICURE12 = 4F 04
MUS_PC_DS3PC5_SEQ_PRICURE13 = 50 04
MUS_PC_DS3PC5_SEQ_PRICURE14 = 51 04
MUS_PC_DS3PC5_SEQ_PRICURE15 = 52 04
MUS_PC_DS3PC5_SEQ_PRICURE16 = 53 04
MUS_PC_DS3PC5_SEQ_PRICURE17 = 54 04
MUS_PC_DS3PC5_SEQ_PRICURE19 = 55 04
MUS_PC_DS3PC5_SEQ_PRICURE20 = 56 04
MUS_PC_DS3PC5_SEQ_PRICURE21 = 57 04
MUS_PC_DS3PC5_SEQ_PRICURE22 = 58 04
MUS_PC_DS3PC5_SEQ_PRICURE23 = 59 04
MUS_PC_DS3PC5_SEQ_PRICURE25 = 5A 04
MUS_PC_DS3PC5_SEQ_PRICURE26 = 5B 04
MUS_PC_DS3PC5_SEQ_PRICURE27 = 5C 04

MUS_PC_DS4PC5GOGO_BGM_ADV_01 = 5D 04
MUS_PC_DS4PC5GOGO_BGM_ADV_02 = 5E 04
MUS_PC_DS4PC5GOGO_BGM_ADV_03 = 5F 04
MUS_PC_DS4PC5GOGO_BGM_ADV_04 = 60 04
MUS_PC_DS4PC5GOGO_BGM_BTL_01 = 61 04
MUS_PC_DS4PC5GOGO_BGM_BTL_02 = 62 04
MUS_PC_DS4PC5GOGO_BGM_BTL_03 = 63 04
MUS_PC_DS4PC5GOGO_BGM_BTL_04 = 64 04
MUS_PC_DS4PC5GOGO_BGM_BTL_05 = 65 04
MUS_PC_DS4PC5GOGO_BGM_MENU = 66 04
MUS_PC_DS4PC5GOGO_BGM_MG_01 = 67 04
MUS_PC_DS4PC5GOGO_BGM_MG_02 = 68 04
MUS_PC_DS4PC5GOGO_BGM_MG_03 = 69 04
MUS_PC_DS4PC5GOGO_BGM_MG_04 = 6A 04
MUS_PC_DS4PC5GOGO_BGM_MG_05 = 6B 04
MUS_PC_DS4PC5GOGO_BGM_MG_06 = 6C 04
MUS_PC_DS4PC5GOGO_BGM_MG_07 = 6D 04
MUS_PC_DS4PC5GOGO_BGM_MG_08 = 6E 04
MUS_PC_DS4PC5GOGO_BGM_MG_09 = 6F 04
MUS_PC_DS4PC5GOGO_BGM_MG_10 = 70 04
MUS_PC_DS4PC5GOGO_BGM_MG_11 = 71 04
MUS_PC_DS4PC5GOGO_BGM_MG_12 = 72 04
MUS_PC_DS4PC5GOGO_BGM_MG_13 = 73 04
MUS_PC_DS4PC5GOGO_BGM_MG_14 = 74 04
MUS_PC_DS4PC5GOGO_BGM_MG_15 = 75 04
MUS_PC_DS4PC5GOGO_BGM_MG_16 = 76 04
MUS_PC_DS4PC5GOGO_BGM_MG_17 = 77 04
MUS_PC_DS4PC5GOGO_BGM_MG_18 = 78 04
MUS_PC_DS4PC5GOGO_BGM_MG_19 = 79 04
MUS_PC_DS4PC5GOGO_BGM_MG_20 = 7A 04
MUS_PC_DS4PC5GOGO_BGM_TITLE = 7B 04

MUS_PC_DS5FPC_BGM_ARTS = 7C 04
MUS_PC_DS5FPC_BGM_BATTLE = 7D 04
MUS_PC_DS5FPC_BGM_BATTLE_01A = 7E 04
MUS_PC_DS5FPC_BGM_BATTLE_01B = 7F 04
MUS_PC_DS5FPC_BGM_BATTLE_02 = 80 04
MUS_PC_DS5FPC_BGM_BATTLE_03 = 81 04
MUS_PC_DS5FPC_BGM_BATTLE_04 = 82 04
MUS_PC_DS5FPC_BGM_BATTLE_05 = 83 04
MUS_PC_DS5FPC_BGM_BATTLE_06A = 84 04
MUS_PC_DS5FPC_BGM_BATTLE_06B = 85 04
MUS_PC_DS5FPC_BGM_CHANGE = 86 04
MUS_PC_DS5FPC_BGM_MAP = 87 04
MUS_PC_DS5FPC_BGM_MG_01 = 88 04
MUS_PC_DS5FPC_BGM_MG_02 = 89 04
MUS_PC_DS5FPC_BGM_MG_03 = 8A 04
MUS_PC_DS5FPC_BGM_MG_04 = 8B 04
MUS_PC_DS5FPC_BGM_MG_05 = 8C 04
MUS_PC_DS5FPC_BGM_MG_06 = 8D 04
MUS_PC_DS5FPC_BGM_MG_07 = 8E 04
MUS_PC_DS5FPC_BGM_MG_08 = 8F 04
MUS_PC_DS5FPC_BGM_MG_09 = 90 04
MUS_PC_DS5FPC_BGM_MG_10 = 91 04
MUS_PC_DS5FPC_BGM_MG_11 = 92 04
MUS_PC_DS5FPC_BGM_RESULT_01 = 93 04
MUS_PC_DS5FPC_BGM_TITLE = 94 04
MUS_PC_DS5FPC_BGM_TUTORIAL = 95 04

MUS_PC_DS6HCPC_SEQ_BGM_BGM_00 = 96 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_01 = 97 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_02 = 98 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_03 = 99 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_04 = 9A 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_05 = 9B 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_06 = 9C 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_07 = 9D 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_08 = 9E 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_09 = 9F 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_10 = A0 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_11 = A1 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_12 = A2 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_13 = A3 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_14 = A4 04
MUS_PC_DS6HCPC_SEQ_BGM_BGM_15 = A5 04
MUS_PC_DS6HCPC_SEQ_JGL_JIN_00 = A6 04
MUS_PC_DS6HCPC_SEQ_JGL_JIN_01 = A7 04

MUS_PC_DS7HCPC_BGM00 = A8 04
MUS_PC_DS7HCPC_BGM01 = A9 04
MUS_PC_DS7HCPC_BGM02 = AA 04
MUS_PC_DS7HCPC_BGM03 = AB 04

MUS_PC_DS8SPC_SEQ_BGM_BGM_00 = AC 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_01 = AD 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_02 = AE 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_03 = AF 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_04 = B0 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_05 = B1 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_06 = B2 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_08 = B3 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_09 = B4 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_10 = B5 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_11 = B6 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_12 = B7 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_13 = B8 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_15 = B9 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_17 = BA 04
MUS_PC_DS8SPC_SEQ_BGM_BGM_19 = BB 04

MUS_DCD_JTD_SYMPHONY_LOOP = BC 04

MUS_DGMN_DW1_CURLING = BD 04
MUS_DGMN_DW1_FACTORIALTOWN_DAY = BE 04
MUS_DGMN_DW1_FACTORIALTOWN_NIGHT = BF 04
MUS_DGMN_DW1_FILECITY_DAY = C0 04
MUS_DGMN_DW1_FILECITY_NIGHT = C1 04
MUS_DGMN_DW1_GEARSAVANNA = C2 04
MUS_DGMN_DW1_MONOCHROMON = C3 04
MUS_DGMN_DW1_VS_DIGIMONEVENT = C4 04
MUS_DGMN_DW1_VS_MACHINEDRAMON = C5 04
MUS_DGMN_DW1_WARUMONZAEMON = C6 04

MUS_PKMN_PMDRED_RESCUE_TEAM_BASE = C7 04
MUS_PKMN_PMDRED_FRIEND_AREA_SWAMP = C8 04
MUS_PKMN_PMDRED_FRIEND_AREA_CAVES = C9 04
MUS_PKMN_PMDRED_DREAM = CA 04
MUS_PKMN_PMDRED_BENEVOLENT_SPIRIT = CB 04
MUS_PKMN_PMDRED_LEGEND_OF_NINETALES = CC 04
MUS_PKMN_PMDRED_POKEMON_SQUARE = CD 04
MUS_PKMN_PMDRED_FILE_SELECT = CE 04
MUS_PKMN_PMDRED_RISING_FEAR = CF 04
MUS_PKMN_PMDRED_THERES_TROUBLE = D0 04
MUS_PKMN_PMDRED_BOSS_BATTLE = D1 04
MUS_PKMN_PMDRED_WELCOME_TO_THE_WORLD_OF_POKEMON = D2 04
MUS_PKMN_PMDRED_A_NEW_ADVENTURE = D3 04
MUS_PKMN_PMDRED_THUNDERWAVE_CAVE = D4 04
MUS_PKMN_PMDRED_SINISTER_WOODS = D5 04
MUS_PKMN_PMDRED_FRIEND_AREA_POND = D6 04
MUS_PKMN_PMDRED_KECLEON_SHOP = D7 04
MUS_PKMN_PMDRED_STOP_THIEF = D8 04
MUS_PKMN_PMDRED_WORLD_CALAMITY = D9 04
MUS_PKMN_PMDRED_GREAT_CANYON = DA 04
MUS_PKMN_PMDRED_STORMY_SEA = DB 04
MUS_PKMN_PMDRED_SKY_TOWER = DC 04
MUS_PKMN_PMDRED_SKY_TOWER_SUMMIT = DD 04
MUS_PKMN_PMDRED_THE_ESCAPE = DE 04
MUS_PKMN_PMDRED_MT_BLAZE = DF 04
MUS_PKMN_PMDRED_RAYQUAZAS_DOMAIN = E0 04
MUS_PKMN_PMDRED_FRIEND_AREA_STRATOS_LOOKOUT = E1 04
MUS_PKMN_PMDRED_FRIEND_AREA_RAINBOW_PEAK = E2 04
MUS_PKMN_PMDRED_DREAM_EATER = E3 04
MUS_PKMN_PMDRED_FRIEND_AREA_DEEPSEA_CURRENT = E4 04
MUS_PKMN_PMDRED_FRIEND_AREA_SEAFLOOR_CAVE = E5 04
MUS_PKMN_PMDRED_BATTLE_WITH_RAYQUAZA = E6 04
MUS_PKMN_PMDRED_MT_BLAZE_PEAK = E7 04
MUS_PKMN_PMDRED_FRIEND_AREA_VOLCANIC_PIT = E8 04
MUS_PKMN_PMDRED_FRIEND_AREA_CRYPTIC_CAVE = E9 04
MUS_PKMN_PMDRED_ESCAPE_THROUGH_THE_SNOW = EA 04
MUS_PKMN_PMDRED_THE_OTHER_SIDE = EB 04
MUS_PKMN_PMDRED_THE_MOUNTAIN_OF_FIRE = EC 04
MUS_PKMN_PMDRED_FROSTY_GROTTO = ED 04
MUS_PKMN_PMDRED_INTRO = EE 04
MUS_PKMN_PMDRED_AFTERMATH = EF 04
MUS_PKMN_PMDRED_FAREWELL = F0 04
MUS_PKMN_PMDRED_TITLE_SCREEN = F1 04
MUS_PKMN_PMDRED_CREDITS = F2 04
MUS_PKMN_PMDRED_TIME_OF_REUNION = F3 04
MUS_PKMN_PMDRED_OPENING_TITLE = F4 04
MUS_PKMN_PMDRED_DUMMY = F5 04
MUS_PKMN_PMDRED_DUNGEON_FAIL = F6 04
MUS_PKMN_PMDRED_DUNGEON_COMPLETE = F7 04
MUS_PKMN_PMDRED_FRIEND_AREA_UNUSED_1 = F8 04
MUS_PKMN_PMDRED_HEARTWARMING = F9 04
MUS_PKMN_PMDRED_LAPIS_CAVE = FA 04
MUS_PKMN_PMDRED_A_SUCCESSFUL_RESCUE = FB 04
MUS_PKMN_PMDRED_FROSTY_FOREST = FC 04
MUS_PKMN_PMDRED_FRIEND_AREA_STEPPE = FD 04
MUS_PKMN_PMDRED_FRIEND_AREA_OCEANIC = FE 04
MUS_PKMN_PMDRED_FRIEND_AREA_FIELD = FF 04
MUS_PKMN_PMDRED_MAGMA_CAVERN = 00 05
MUS_PKMN_PMDRED_FRIEND_AREA_UNUSED_2 = 01 05
MUS_PKMN_PMDRED_MAKUHITA_DOJO = 02 05
MUS_PKMN_PMDRED_MT_THUNDER = 03 05
MUS_PKMN_PMDRED_FRIEND_AREA_LAB = 04 05
MUS_PKMN_PMDRED_SILENT_CHASM = 05 05
MUS_PKMN_PMDRED_IN_THE_DEPTHS_OF_THE_PIT = 06 05
MUS_PKMN_PMDRED_MT_FREEZE = 07 05
MUS_PKMN_PMDRED_FRIEND_AREA_WILDS = 08 05
MUS_PKMN_PMDRED_FRIEND_AREA_LEGENDARY_ISLAND = 09 05
MUS_PKMN_PMDRED_FRIEND_AREA_SOUTHERN_ISLAND = 0A 05
MUS_PKMN_PMDRED_FRIEND_AREA_ENCLOSED_ISLAND = 0B 05
MUS_PKMN_PMDRED_MT_STEEL = 0C 05
MUS_PKMN_PMDRED_FRIEND_AREA_FOREST = 0D 05
MUS_PKMN_PMDRED_FRIEND_AREA_FINAL_ISLAND = 0E 05
MUS_PKMN_PMDRED_MT_FREEZE_PEAK = 0F 05
MUS_PKMN_PMDRED_MAGMA_CAVERN_PIT = 10 05
MUS_PKMN_PMDRED_TINY_WOODS = 11 05
MUS_PKMN_PMDRED_MT_THUNDER_PEAK = 12 05
MUS_PKMN_PMDRED_FRIEND_AREA_HEALING_FOREST = 13 05
MUS_PKMN_PMDRED_MONSTER_HOUSE = 14 05

MUS_DGMN_STORY1_DIGIFARM = 15 05
MUS_DGMN_STORY1_INTERIOR = 16 05
MUS_DGMN_STORY1_VS_BOSS = 17 05
MUS_DGMN_STORY1_VS_DIGIMON = 18 05
MUS_DGMN_STORY1_VS_DIGIMON_DMW = 19 05
MUS_DGMN_STORY2_BOARD_ANGEL = 1A 05
MUS_DGMN_STORY2_BOARD_BEAST = 1B 05
MUS_DGMN_STORY2_BOARD_BIRD = 1C 05
MUS_DGMN_STORY2_BOARD_DEVIL = 1D 05
MUS_DGMN_STORY2_BOARD_DRAGON = 1E 05
MUS_DGMN_STORY2_BOARD_FOREST = 1F 05
MUS_DGMN_STORY2_BOARD_MECH = 20 05
MUS_DGMN_STORY2_BOARD_SEA = 21 05
MUS_DGMN_STORY2_DARKMOON_CITY = 22 05
MUS_DGMN_STORY2_DIGIFARM = 23 05
MUS_DGMN_STORY2_SUNSHINE_CITY = 24 05
MUS_DGMN_STORY2_VS_ADVANCE = 25 05
MUS_DGMN_STORY2_VS_BOSS = 26 05
MUS_DGMN_STORY2_VS_CHAOS_BRAIN = 27 05
MUS_DGMN_STORY2_VS_DIGIMON = 28 05
MUS_DGMN_STORY2_VS_FINAL_BOSS = 29 05
MUS_DGMN_STORY2_VS_MULTIPLAYER = 2A 05

MUS_PC_ALLHENSHIN = 2B 05
MUS_YYYI_BATTLE_02 = 2C 05
MUS_YYYI_BATTLE_02_TEST = 2D 05
MUS_YYYI_BATTLE_04 = 2E 05

MUS_PKMN_PMD2_DONTEVERFORGET = 2F 05
MUS_PKMN_DP_VS_DIALGA_PALKIA = 30 05
MUS_PKMN_DP_VS_TRAINER = 31 05
MUS_PKMN_DP_VS_WILD = 32 05
MUS_PKMN_PL_VS_GIRATINA = 33 05

MUS_TH_CTC_GFREE = 34 05

MUS_PKMN_XY_VS_WILD = 35 05
MUS_PKMN_USUM_VS_WILD = 36 05
MUS_PKMN_SWSH_VS_WILD = 37 05

MUS_SH_SILKROAD = 38 05
MUS_SH_VELVETMAIDEN = 39 05

MUS_SNY_GODKNOWS = 3A 05
MUS_GI_MOONLIKESMILE = 3B 05
MUS_TH_LOSTDREAM = 3C 05
MUS_ZNT_ISAYYES = 3D 05
MUS_SH_MYMAIDSWEETMAID = 3E 05
MUS_GS2_VS_MAGICIAN = 3F 05
MUS_PWVSPL_SPELLBREAKER = 40 05
MUS_DCD_DIEND = 41 05
MUS_PC_EIEN_NO_TOMODACHI = 42 05
MUS_DCD_BLACK = 43 05
MUS_PKMN_BATTLE_MADLEY_1 = 44 05
MUS_DBS_ULTIMATE_BATTLE = 45 05
MUS_PKMN_SLP_TAUPE_HOLLOW_PIANO = 46 05
MUS_PKMN_SV_VS_STAR_GRUNT = 47 05
MUS_DBS_ROYAL_BLUE = 48 05
MUS_GI_FRAGILE_FANTASY = 49 05
MUS_DBH_GO_BEYOND_THE_LIMITS = 4A 05
MUS_DBGT_DANDANKOKORO_RECAP = 4B 05
MUS_TH_KIMI_NO_YUME = 4C 05
MUS_DBZ_FIRST_PROLOGUE = 4D 05
MUS_DBZ_HIKARI_NO_WILLPOWER = 4E 05
MUS_ETC_COFFIN_DANCE = 4F 05
MUS_HOLOLIVE_ERROR = 50 05
MUS_TY_TUNNELING_TROLL = 51 05
MUS_PKMN_SLP_CYAN_BEACH_PIANO = 52 05
MUS_FGO_GRAND_BATTLE_GB_STYLE = 53 05
MUS_ETC_STASIUN_BALAPAN_SOLO = 54 05
MUS_ETC_IBU_PERTIWI = 55 05
MUS_YGO_PASSIONATE_DUELIST = 56 05
MUS_TH_BLUESEA = 57 05
MUS_DGMN_BRAVE_HEART = 58 05
MUS_KEY_CLANNAD_TOKI_NO_KIZAMU_UTA = 59 05
MUS_SNY_HARE_HARE_YUKAI = 5A 05
MUS_TY_THE_LEVEL = 5B 05
MUS_TH_TSUKI_NI_MURAKUMO = 5C 05
MUS_GS2_VS_DOOM_DRAGON = 5D 05

MUS_ETC_NEGERI_DI_AWAN = 5E 05
MUS_TH_SHIZUKANA_SHIZUKANA_NATIVE_FAITH = 5F 05
MUS_ETC_CLIMAX_JUMP = 60 05
MUS_PC_STAR_COLOR_PENDANT = 61 05
MUS_DUMMY_1378 = 62 05
MUS_DUMMY_1379 = 63 05
MUS_DUMMY_1380 = 64 05
MUS_DUMMY_1381 = 65 05
MUS_DUMMY_1382 = 66 05
MUS_DUMMY_1383 = 67 05
MUS_DUMMY_1384 = 68 05
MUS_DUMMY_1385 = 69 05
MUS_DUMMY_1386 = 6A 05
MUS_DUMMY_1387 = 6B 05
MUS_DUMMY_1388 = 6C 05
MUS_DUMMY_1389 = 6D 05
MUS_DUMMY_1390 = 6E 05
MUS_DUMMY_1391 = 6F 05
MUS_DUMMY_1392 = 70 05
MUS_DUMMY_1393 = 71 05
MUS_DUMMY_1394 = 72 05
MUS_DUMMY_1395 = 73 05
MUS_DUMMY_1396 = 74 05
MUS_DUMMY_1397 = 75 05
MUS_DUMMY_1398 = 76 05
MUS_DUMMY_1399 = 77 05
MUS_DUMMY_1400 = 78 05
MUS_DUMMY_1401 = 79 05
MUS_DUMMY_1402 = 7A 05
MUS_DUMMY_1403 = 7B 05
MUS_DUMMY_1404 = 7C 05
MUS_DUMMY_1405 = 7D 05
MUS_DUMMY_1406 = 7E 05
MUS_DUMMY_1407 = 7F 05
MUS_DUMMY_1408 = 80 05
MUS_DUMMY_1409 = 81 05
MUS_DUMMY_1410 = 82 05
MUS_DUMMY_1411 = 83 05
MUS_DUMMY_1412 = 84 05
MUS_DUMMY_1413 = 85 05
MUS_DUMMY_1414 = 86 05
MUS_DUMMY_1415 = 87 05
MUS_DUMMY_1416 = 88 05
MUS_DUMMY_1417 = 89 05
MUS_DUMMY_1418 = 8A 05
MUS_DUMMY_1419 = 8B 05
MUS_DUMMY_1420 = 8C 05
MUS_DUMMY_1421 = 8D 05
MUS_DUMMY_1422 = 8E 05
MUS_DUMMY_1423 = 8F 05
MUS_DUMMY_1424 = 90 05
MUS_DUMMY_1425 = 91 05
MUS_DUMMY_1426 = 92 05
MUS_DUMMY_1427 = 93 05
MUS_DUMMY_1428 = 94 05
MUS_DUMMY_1429 = 95 05
MUS_DUMMY_1430 = 96 05
MUS_DUMMY_1431 = 97 05
MUS_DUMMY_1432 = 98 05
MUS_DUMMY_1433 = 99 05
MUS_DUMMY_1434 = 9A 05
MUS_DUMMY_1435 = 9B 05
MUS_DUMMY_1436 = 9C 05
MUS_DUMMY_1437 = 9D 05
MUS_DUMMY_1438 = 9E 05
MUS_DUMMY_1439 = 9F 05
MUS_DUMMY_1440 = A0 05
MUS_DUMMY_1441 = A1 05
MUS_DUMMY_1442 = A2 05
MUS_DUMMY_1443 = A3 05
MUS_DUMMY_1444 = A4 05
MUS_DUMMY_1445 = A5 05
MUS_DUMMY_1446 = A6 05
MUS_DUMMY_1447 = A7 05
MUS_DUMMY_1448 = A8 05
MUS_DUMMY_1449 = A9 05
MUS_DUMMY_1450 = AA 05
MUS_DUMMY_1451 = AB 05
MUS_DUMMY_1452 = AC 05
MUS_DUMMY_1453 = AD 05
MUS_DUMMY_1454 = AE 05
MUS_DUMMY_1455 = AF 05
MUS_DUMMY_1456 = B0 05
MUS_DUMMY_1457 = B1 05
MUS_DUMMY_1458 = B2 05
MUS_DUMMY_1459 = B3 05
MUS_DUMMY_1460 = B4 05
MUS_DUMMY_1461 = B5 05
MUS_DUMMY_1462 = B6 05
MUS_DUMMY_1463 = B7 05
MUS_DUMMY_1464 = B8 05
MUS_DUMMY_1465 = B9 05
MUS_DUMMY_1466 = BA 05
MUS_DUMMY_1467 = BB 05
MUS_DUMMY_1468 = BC 05
MUS_DUMMY_1469 = BD 05
MUS_DUMMY_1470 = BE 05
MUS_DUMMY_1471 = BF 05
MUS_DUMMY_1472 = C0 05
MUS_DUMMY_1473 = C1 05
MUS_DUMMY_1474 = C2 05
MUS_DUMMY_1475 = C3 05
MUS_DUMMY_1476 = C4 05
MUS_DUMMY_1477 = C5 05

MUS_TH_WITHERED_FANTASY = C6 05
MUS_TH_IRO_WA_NIOEDO = C7 05
MUS_TH_PRIMAL_SCENE_SOLO = C8 05
MUS_TH_KIMI_TO_MATA_YUME_NO_NAKA_DE = C9 05
MUS_TH_KIMI_TO_MATA_YUME_NO_NAKA_DE_TEST = CA 05
MUS_PKMN_TEMPORAL_SPIRE = CB 05
MUS_VCID_VENUS_DI_UJUNG_JARI = CC 05
MUS_NEGIMA_KAGAYAKU_KIMI_E = CD 05
MUS_DGMN_WORLD2_VS_FIRST_BOSS = CE 05
MUS_PC_URESHIKUTE = CF 05
MUS_RF2_BOSS2 = D0 05
MUS_GK1_PRESTO = D1 05
MUS_FFURY_GEESE = D2 05
MUS_GBF_VS_ROSE_QUEEN = D3 05
MUS_NZ_DS_07 = D4 05

MUS_GS2_001_HI_LO_DICE = D5 05
MUS_GS2_002_BUSTLING_CITY = D6 05
MUS_GS2_003_CHAMPA = D7 05
MUS_GS2_004_DAILA_DRUMS = D8 05
MUS_GS2_005_TROPICAL_PARADISE = D9 05
MUS_GS2_006_IZUMO_FESTIVAL = DA 05
MUS_GS2_007_IZUMO_UNDER_THE_SERPENT = DB 05
MUS_GS2_008_SAD_THEME = DC 05
MUS_GS2_009_KANDOREAN_TEMPLE = DD 05
MUS_GS2_010_KIMBOMBO_CEREMONY = DE 05
MUS_GS2_011_AKAFUBU_CEREMONY = DF 05
MUS_GS2_012_PEACEFUL_LEMURIA = E0 05
MUS_GS2_013_QUIET_CITY = E1 05
MUS_GS2_014_KALT_ISLAND = E2 05
MUS_GS2_015_GAROH = E3 05
MUS_GS2_016_YALLAM = E4 05
MUS_GS2_017_YEPP_SONG_1 = E5 05
MUS_GS2_018_YEPP_SONG_2 = E6 05
MUS_GS2_020_AIR_ROCK = E7 05
MUS_GS2_021_AQUA_ROCK = E8 05
MUS_GS2_022_ISLET_CAVE = E9 05
MUS_GS2_023_CAVE_TLA = EA 05
MUS_GS2_024_GAIA_TLA = EB 05
MUS_GS2_025_INSIDE_GABOMBA = EC 05
MUS_GS2_026_JUPITER_LIGHTHOUSE = ED 05
MUS_GS2_027_MAGMA_ROCK = EE 05
MUS_GS2_028_MARS_LIGHTHOUSE = EF 05
MUS_GS2_029_TUNDARIA_TOWER = F0 05
MUS_GS2_030_TAOPO_SWAMP = F1 05
MUS_GS2_031_ANKOHL_RUINS = F2 05
MUS_GS2_034_KARST_AGATIO = F3 05
MUS_GS2_035_BRIGGS = F4 05
MUS_GS2_036_KARST_APPEARS = F5 05
MUS_GS2_037_SHAMAN_VILLAGE = F6 05
MUS_GS2_038_CRYING_IN_SORROW = F7 05
MUS_GS2_039_TROUBLE_BREWING = F8 05
MUS_GS2_040_TITLE_SCREEN = F9 05
MUS_GS2_041_SAILING = FA 05
MUS_GS2_042_WORLD_MAP_TLA_1 = FB 05
MUS_GS2_043_WORLD_MAP_TLA_2 = FC 05
MUS_GS2_044_CREDITS = FD 05
MUS_GS2_049_JENNA_BATTLE = FE 05
MUS_GS2_050_FELIX_BATTLE = FF 05
MUS_GS2_051_VS_BOSS_HUMAN = 00 06
MUS_GS2_052_VS_BOSS = 01 06
MUS_GS2_053_FLAME_DRAGONS = 02 06
MUS_GS2_054_VS_DOOM_DRAGON = 03 06
MUS_GS2_055 = 04 06
MUS_GS2_056_VS_SAILING = 05 06
MUS_GS2_057_VS_KARST_AGATIO = 06 06
MUS_GS2_058_FANFARE_WIN = 07 06
MUS_GS2_059_GAME_OVER = 08 06
MUS_GS2_060_IVAN_THEME = 09 06
MUS_GS2_061_VILLAIN_THEME = 0A 06
MUS_GS2_062_PROX = 0B 06
MUS_GS2_063_DOOM_DRAGON_SLAIN = 0C 06
MUS_GS2_064_LIGHTING_BEACONS = 0D 06
MUS_GS2_065_POSEIDON_REALM = 0E 06
MUS_GS2_067_WRONG_HAPPY_END = 0F 06
MUS_GS2_068_GOLDEN_SUN_RISES_1 = 10 06
MUS_GS2_070_GOLDEN_SUN_RISES_2 = 11 06
MUS_GS2_071_PASSWORD = 12 06
MUS_GS2_072_LIGHTING_MARS_BEACON = 13 06
MUS_GS2_073_GOLDEN_SUN_RISES_3 = 14 06
MUS_GS2_074_MAIN_MENU = 15 06
MUS_GS2_075_GOLDEN_SUN_SETS = 16 06
MUS_GS2_076_TRIAL_ROAD = 17 06
MUS_GS2_080_FANFARE_1 = 18 06
MUS_GS2_081_FANFARE_2 = 19 06
MUS_GS2_082_FANFARE_3 = 1A 06
MUS_GS2_083_FANFARE_4 = 1B 06
MUS_GS2_084_FANFARE_5 = 1C 06
MUS_GS2_085_FANFARE_6 = 1D 06
MUS_GS2_086_FANFARE_7 = 1E 06
MUS_GS2_087_FANFARE_8 = 1F 06
MUS_GS2_088_FANFARE_9 = 20 06
MUS_GS2_089_FANFARE_10 = 21 06
MUS_GS2_091_FANFARE_11 = 22 06
MUS_GS2_092_FANFARE_12 = 23 06
MUS_GS2_093_FANFARE_13 = 24 06
MUS_GS2_700_VALE = 25 06
MUS_GS2_701_CITY = 26 06
MUS_GS2_702_SAD_TOWN = 27 06
MUS_GS2_703_CASTLE = 28 06
MUS_GS2_704_FLOODED_ALTIN = 29 06
MUS_GS2_705_LAMA_TEMPLE = 2A 06
MUS_GS2_706_KALAY = 2B 06
MUS_GS2_707_COLOSSO_1 = 2C 06
MUS_GS2_708_COLOSSO_2 = 2D 06
MUS_GS2_709_LUCKY_POOL = 2E 06
MUS_GS2_710_TOLBI = 2F 06
MUS_GS2_720_SANCTUM = 30 06
MUS_GS2_721_CONTIGO = 31 06
MUS_GS2_722_SOL_SANCTUM = 32 06
MUS_GS2_723_LUNPA_HIDEOUT = 33 06
MUS_GS2_724_CAVE = 34 06
MUS_GS2_725_DESERT = 35 06
MUS_GS2_726_IMIL = 36 06
MUS_GS2_727 = 37 06
MUS_GS2_728_BABI_LIGHTHOUSE = 38 06
MUS_GS2_729_TUNNEL_RUINS = 39 06
MUS_GS2_730_BABI_THEME = 3A 06
MUS_GS2_741_BABI_BOUND_SHIP = 3B 06
MUS_GS2_742_WORLD_MAP = 3C 06
MUS_GS2_743_VENUS_LIGHTHOUSE = 3D 06
MUS_GS2_750_ISAAC_BATTLE = 3E 06
MUS_GS2_751_VS_SATUROS = 3F 06
MUS_GS2_752_VS_BOSS = 40 06
MUS_GS2_753_VS_FUSION_DRAGON = 41 06
MUS_GS2_753_VS_SATUROS_MENARDI = 42 06
MUS_GS2_799_GOLDEN_SUN_SETS = 43 06
MUS_TH_SPIRITUAL_HEAVEN = 44 06
MUS_MVC_RYU = 45 06
MUS_MVC_CHUNLI = 46 06
